TrackingNumber,Common.Name,Population.Name,NMFSJeopardy,NMFSCriticalHabitat,AdMod,Jeopardy,CH_cons,Spp_cons,BiOp,RPA,WorkType,Comments,Population,ProposedSP,ProposedCH
FPR-2003-2436,Steelhead,California Central Valley DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,For phosmet,,No Effect,No Effect
FPR-2003-2436,Steelhead,Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,For phosmet,,No Effect,No Effect
FPR-2003-2436,Steelhead,Lower Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,For phosmet,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2436,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,For phosmet,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2436,Steelhead,Northern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For phosmet,,No Effect,No Effect
FPR-2003-2436,Steelhead,Puget Sound DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No CH,Jeopardy,No CH,Jeopardy,Y,Y,Agriculture - Pesticide,For phosmet,,NA,NA
FPR-2003-2436,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,For phosmet,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2436,Steelhead,South Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,For phosmet,South Central California Coast DPS,No Effect,No Effect
FPR-2003-2436,Steelhead,Southern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,For phosmet,,No Effect,No Effect
FPR-2003-2436,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,For phosmet,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2436,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,For phosmet,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-427,"Salmon, Chinook",California Coastal ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2003-427,"Salmon, Chinook",Central Valley spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-427,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-427,"Salmon, Chinook",Puget Sound ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2003-427,"Salmon, Chinook",Sacramento River winter-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-427,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-427,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-427,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-427,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-427,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2003-427,"Salmon, chum",Hood Canal summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2003-427,"Salmon, coho",Lower Columbia River ESU,,,No CH,No Jeopardy,No CH,No Jeopardy,Y,NA,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,NA,NA
FPR-2003-427,"Salmon, coho",Central California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-427,"Salmon, coho",Oregon Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2003-427,"Salmon, coho",Southern Oregon/Northern California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2003-427,"Salmon, sockeye",Ozette Lake ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2003-427,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2003-427,Steelhead,California Central Valley DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-427,Steelhead,Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-427,Steelhead,South Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,South Central California Coast DPS,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-427,Steelhead,Lower Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-427,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-427,Steelhead,Northern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2003-427,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-427,Steelhead,Southern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-427,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-427,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-427,Steelhead,Puget Sound DPS,,,No CH,No Jeopardy,No CH,No Jeopardy,Y,NA,Agriculture - Pesticide,Oryzalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,NA,NA
FPR-2003-428,"Salmon, Chinook",California Coastal ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,"Salmon, Chinook",Central Valley spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,"Salmon, Chinook",Puget Sound ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,"Salmon, Chinook",Sacramento River winter-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,"Salmon, chum",Hood Canal summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,"Salmon, coho",Central California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,"Salmon, coho",Lower Columbia River ESU,,,No CH,Jeopardy,No CH,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,"Salmon, coho",Oregon Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,"Salmon, coho",Southern Oregon/Northern California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,"Salmon, sockeye",Ozette Lake ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,Steelhead,California Central Valley DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,Steelhead,Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,Steelhead,Lower Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,Steelhead,Northern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,Steelhead,Puget Sound DPS,,,No CH,Jeopardy,No CH,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,Steelhead,South Central California Coast DPS,,,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,South Central California Coast DPS,,
FPR-2003-428,Steelhead,Southern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-428,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Chlorpyrifos http://www.nmfs.noaa.gov/pr/pdfs/pesticide_biop.pdf,,,
FPR-2003-430,"Salmon, Chinook",California Coastal ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,"Salmon, Chinook",Central Valley spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,"Salmon, Chinook",Puget Sound ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,"Salmon, Chinook",Sacramento River winter-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,"Salmon, chum",Hood Canal summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,"Salmon, coho",Central California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,"Salmon, coho",Lower Columbia River ESU,,,No CH,Jeopardy,No CH,Jeopardy,Y,Y,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,"Salmon, coho",Oregon Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,"Salmon, coho",Southern Oregon/Northern California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,"Salmon, sockeye",Ozette Lake ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,Steelhead,California Central Valley DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,Steelhead,Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,Steelhead,Lower Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
