FID1,FID2,Area,DPS1,AREA1,DPS2,AREA2
45,47,0,Olympic Peninsula Steelhead,7104.672808,Puget Sound Steelhead,5196.516463
45,47,0,Olympic Peninsula Steelhead,7104.672808,Puget Sound Steelhead,5196.516463
45,47,0,Olympic Peninsula Steelhead,7104.672808,Puget Sound Steelhead,5196.516463
45,48,0,Olympic Peninsula Steelhead,7104.672808,Puget Sound Steelhead,25904.97074
45,48,0,Olympic Peninsula Steelhead,7104.672808,Puget Sound Steelhead,25904.97074
45,48,0,Olympic Peninsula Steelhead,7104.672808,Puget Sound Steelhead,25904.97074
45,48,0,Olympic Peninsula Steelhead,7104.672808,Puget Sound Steelhead,25904.97074
45,100,0,Olympic Peninsula Steelhead,7104.672808,Washington Coast Chinook Salmon,16928.74201
45,100,5907,Olympic Peninsula Steelhead,7104.672808,Washington Coast Chinook Salmon,16928.74201
45,100,36,Olympic Peninsula Steelhead,7104.672808,Washington Coast Chinook Salmon,16928.74201
45,100,368,Olympic Peninsula Steelhead,7104.672808,Washington Coast Chinook Salmon,16928.74201
45,100,30,Olympic Peninsula Steelhead,7104.672808,Washington Coast Chinook Salmon,16928.74201
45,100,232,Olympic Peninsula Steelhead,7104.672808,Washington Coast Chinook Salmon,16928.74201
45,100,531,Olympic Peninsula Steelhead,7104.672808,Washington Coast Chinook Salmon,16928.74201
45,100,0,Olympic Peninsula Steelhead,7104.672808,Washington Coast Chinook Salmon,16928.74201
45,100,0,Olympic Peninsula Steelhead,7104.672808,Washington Coast Chinook Salmon,16928.74201
45,100,0,Olympic Peninsula Steelhead,7104.672808,Washington Coast Chinook Salmon,16928.74201
45,100,0,Olympic Peninsula Steelhead,7104.672808,Washington Coast Chinook Salmon,16928.74201
45,100,0,Olympic Peninsula Steelhead,7104.672808,Washington Coast Chinook Salmon,16928.74201
45,100,0,Olympic Peninsula Steelhead,7104.672808,Washington Coast Chinook Salmon,16928.74201
45,100,0,Olympic Peninsula Steelhead,7104.672808,Washington Coast Chinook Salmon,16928.74201
45,100,0,Olympic Peninsula Steelhead,7104.672808,Washington Coast Chinook Salmon,16928.74201
46,16,27545,Oregon Coast Steelhead,27549.02924,Oregon Coast Coho Salmon,27837.71773
46,16,2,Oregon Coast Steelhead,27549.02924,Oregon Coast Coho Salmon,27837.71773
46,16,0,Oregon Coast Steelhead,27549.02924,Oregon Coast Coho Salmon,27837.71773
46,16,0,Oregon Coast Steelhead,27549.02924,Oregon Coast Coho Salmon,27837.71773
46,16,0,Oregon Coast Steelhead,27549.02924,Oregon Coast Coho Salmon,27837.71773
46,16,0,Oregon Coast Steelhead,27549.02924,Oregon Coast Coho Salmon,27837.71773
46,16,0,Oregon Coast Steelhead,27549.02924,Oregon Coast Coho Salmon,27837.71773
46,20,0,Oregon Coast Steelhead,27549.02924,Southern OR\Northern CA Coasts Coho Salmon,47439.47922
46,20,2,Oregon Coast Steelhead,27549.02924,Southern OR\Northern CA Coasts Coho Salmon,47439.47922
46,23,0,Oregon Coast Steelhead,27549.02924,Columbia River Chum Salmon,12288.06098
46,27,27545,Oregon Coast Steelhead,27549.02924,Pacific Coast Chum Salmon,45002.79057
46,27,2,Oregon Coast Steelhead,27549.02924,Pacific Coast Chum Salmon,45002.79057
46,27,0,Oregon Coast Steelhead,27549.02924,Pacific Coast Chum Salmon,45002.79057
46,27,0,Oregon Coast Steelhead,27549.02924,Pacific Coast Chum Salmon,45002.79057
46,27,0,Oregon Coast Steelhead,27549.02924,Pacific Coast Chum Salmon,45002.79057
46,27,0,Oregon Coast Steelhead,27549.02924,Pacific Coast Chum Salmon,45002.79057
46,27,0,Oregon Coast Steelhead,27549.02924,Pacific Coast Chum Salmon,45002.79057
46,38,2,Oregon Coast Steelhead,27549.02924,Klamath Mountains Province Steelhead,33795.26712
46,38,2,Oregon Coast Steelhead,27549.02924,Klamath Mountains Province Steelhead,33795.26712
46,60,0,Oregon Coast Steelhead,27549.02924,Upper Willamette River Steelhead,12589.67106
46,60,0,Oregon Coast Steelhead,27549.02924,Upper Willamette River Steelhead,12589.67106
46,71,0,Oregon Coast Steelhead,27549.02924,Lower Columbia River Chinook Salmon,19318.85996
46,71,0,Oregon Coast Steelhead,27549.02924,Lower Columbia River Chinook Salmon,19318.85996
46,76,0,Oregon Coast Steelhead,27549.02924,Oregon Coast Chinook Salmon,28076.16511
46,76,27545,Oregon Coast Steelhead,27549.02924,Oregon Coast Chinook Salmon,28076.16511
46,76,2,Oregon Coast Steelhead,27549.02924,Oregon Coast Chinook Salmon,28076.16511
46,76,2,Oregon Coast Steelhead,27549.02924,Oregon Coast Chinook Salmon,28076.16511
46,76,0,Oregon Coast Steelhead,27549.02924,Oregon Coast Chinook Salmon,28076.16511
46,76,0,Oregon Coast Steelhead,27549.02924,Oregon Coast Chinook Salmon,28076.16511
46,76,0,Oregon Coast Steelhead,27549.02924,Oregon Coast Chinook Salmon,28076.16511
46,76,0,Oregon Coast Steelhead,27549.02924,Oregon Coast Chinook Salmon,28076.16511
46,76,0,Oregon Coast Steelhead,27549.02924,Oregon Coast Chinook Salmon,28076.16511
46,98,0,Oregon Coast Steelhead,27549.02924,Upper Willamette River Chinook Salmon,17594.94158
46,98,0,Oregon Coast Steelhead,27549.02924,Upper Willamette River Chinook Salmon,17594.94158
47,8,0,Puget Sound Steelhead,5196.516463,Quinault Lake Sockeye Salmon,530.575124
47,12,0,Puget Sound Steelhead,5196.516463,Lower Columbia River Coho Salmon,19318.85888
47,12,0,Puget Sound Steelhead,5196.516463,Lower Columbia River Coho Salmon,19318.85888
47,15,0,Puget Sound Steelhead,5196.516463,Olympic Peninsula Coho Salmon,6700.835629
47,15,0,Puget Sound Steelhead,5196.516463,Olympic Peninsula Coho Salmon,6700.835629
47,15,0,Puget Sound Steelhead,5196.516463,Olympic Peninsula Coho Salmon,6700.835629
47,18,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
47,18,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
47,18,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
47,18,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
47,18,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
47,18,1850,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
47,18,1224,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
47,18,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
47,18,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
47,18,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
47,18,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
47,18,240,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
47,18,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
47,18,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
47,18,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
47,18,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
47,18,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
47,18,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
47,19,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
47,19,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
47,19,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
47,25,0,Puget Sound Steelhead,5196.516463,Hood Canal Summer-run Chum Salmon,3558.307462
47,25,0,Puget Sound Steelhead,5196.516463,Hood Canal Summer-run Chum Salmon,3558.307462
47,26,0,Puget Sound Steelhead,5196.516463,Hood Canal Summer-run Chum Salmon,240.253992
47,26,240,Puget Sound Steelhead,5196.516463,Hood Canal Summer-run Chum Salmon,240.253992
47,27,0,Puget Sound Steelhead,5196.516463,Pacific Coast Chum Salmon,45002.79057
47,27,0,Puget Sound Steelhead,5196.516463,Pacific Coast Chum Salmon,45002.79057
47,27,0,Puget Sound Steelhead,5196.516463,Pacific Coast Chum Salmon,45002.79057
47,29,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
47,29,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
47,29,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
47,29,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
47,29,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
47,29,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
47,30,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
47,30,1850,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
47,30,1224,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
47,30,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
47,30,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
47,30,240,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
47,30,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
47,30,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
47,30,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
47,30,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
47,30,0,Puget Sound Steelhead,5196.516463,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
47,39,0,Puget Sound Steelhead,5196.516463,Lower Columbia River Steelhead,14912.37005
47,39,0,Puget Sound Steelhead,5196.516463,Lower Columbia River Steelhead,14912.37005
47,41,0,Puget Sound Steelhead,5196.516463,Middle Columbia River Steelhead,77378.92864
47,42,0,Puget Sound Steelhead,5196.516463,Middle Columbia River Steelhead,2213.29103
47,45,0,Puget Sound Steelhead,5196.516463,Olympic Peninsula Steelhead,7104.672808
47,45,0,Puget Sound Steelhead,5196.516463,Olympic Peninsula Steelhead,7104.672808
47,45,0,Puget Sound Steelhead,5196.516463,Olympic Peninsula Steelhead,7104.672808
47,48,0,Puget Sound Steelhead,5196.516463,Puget Sound Steelhead,25904.97074
47,48,0,Puget Sound Steelhead,5196.516463,Puget Sound Steelhead,25904.97074
47,56,0,Puget Sound Steelhead,5196.516463,Upper Columbia River Steelhead,17464.74278
47,74,0,Puget Sound Steelhead,5196.516463,Mid-Columbia River Spring-run Chinook Salmon,64532.4093
47,75,0,Puget Sound Steelhead,5196.516463,Mid-Columbia River Spring-run Chinook Salmon,14587.11092
47,77,0,Puget Sound Steelhead,5196.516463,Puget Sound Chinook Salmon,24956.66514
47,77,0,Puget Sound Steelhead,5196.516463,Puget Sound Chinook Salmon,24956.66514
47,77,0,Puget Sound Steelhead,5196.516463,Puget Sound Chinook Salmon,24956.66514
47,77,1850,Puget Sound Steelhead,5196.516463,Puget Sound Chinook Salmon,24956.66514
47,77,0,Puget Sound Steelhead,5196.516463,Puget Sound Chinook Salmon,24956.66514
47,77,0,Puget Sound Steelhead,5196.516463,Puget Sound Chinook Salmon,24956.66514
47,77,0,Puget Sound Steelhead,5196.516463,Puget Sound Chinook Salmon,24956.66514
47,77,240,Puget Sound Steelhead,5196.516463,Puget Sound Chinook Salmon,24956.66514
47,77,0,Puget Sound Steelhead,5196.516463,Puget Sound Chinook Salmon,24956.66514
47,78,0,Puget Sound Steelhead,5196.516463,Puget Sound Chinook Salmon,1223.972901
47,78,1224,Puget Sound Steelhead,5196.516463,Puget Sound Chinook Salmon,1223.972901
47,88,0,Puget Sound Steelhead,5196.516463,Upper Columbia River Summer\Fall-run Chinook Salmon,30903.15242
47,88,0,Puget Sound Steelhead,5196.516463,Upper Columbia River Summer\Fall-run Chinook Salmon,30903.15242
47,90,0,Puget Sound Steelhead,5196.516463,Upper Columbia River Summer\Fall-run Chinook Salmon,18462.10837
47,92,0,Puget Sound Steelhead,5196.516463,Upper Columbia River Spring-run Chinook Salmon,11680.13637
47,100,0,Puget Sound Steelhead,5196.516463,Washington Coast Chinook Salmon,16928.74201
47,100,0,Puget Sound Steelhead,5196.516463,Washington Coast Chinook Salmon,16928.74201
47,100,0,Puget Sound Steelhead,5196.516463,Washington Coast Chinook Salmon,16928.74201
48,2,0,Puget Sound Steelhead,25904.97074,Baker River Sockeye Salmon,770.701751
48,2,771,Puget Sound Steelhead,25904.97074,Baker River Sockeye Salmon,770.701751
48,4,0,Puget Sound Steelhead,25904.97074,Lake Wenatchee Sockeye Salmon,437.463671
48,8,0,Puget Sound Steelhead,25904.97074,Quinault Lake Sockeye Salmon,530.575124
48,15,0,Puget Sound Steelhead,25904.97074,Olympic Peninsula Coho Salmon,6700.835629
48,15,0,Puget Sound Steelhead,25904.97074,Olympic Peninsula Coho Salmon,6700.835629
48,15,0,Puget Sound Steelhead,25904.97074,Olympic Peninsula Coho Salmon,6700.835629
48,18,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
48,19,1,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,4,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,1857,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,1245,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,19717,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,771,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,2309,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,19,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
48,22,0,Puget Sound Steelhead,25904.97074,Southwest Washington Coho Salmon,10191.6548
48,22,0,Puget Sound Steelhead,25904.97074,Southwest Washington Coho Salmon,10191.6548
48,25,4,Puget Sound Steelhead,25904.97074,Hood Canal Summer-run Chum Salmon,3558.307462
48,25,1245,Puget Sound Steelhead,25904.97074,Hood Canal Summer-run Chum Salmon,3558.307462
48,25,0,Puget Sound Steelhead,25904.97074,Hood Canal Summer-run Chum Salmon,3558.307462
48,25,2309,Puget Sound Steelhead,25904.97074,Hood Canal Summer-run Chum Salmon,3558.307462
48,25,0,Puget Sound Steelhead,25904.97074,Hood Canal Summer-run Chum Salmon,3558.307462
48,26,0,Puget Sound Steelhead,25904.97074,Hood Canal Summer-run Chum Salmon,240.253992
48,26,0,Puget Sound Steelhead,25904.97074,Hood Canal Summer-run Chum Salmon,240.253992
48,27,0,Puget Sound Steelhead,25904.97074,Pacific Coast Chum Salmon,45002.79057
48,27,0,Puget Sound Steelhead,25904.97074,Pacific Coast Chum Salmon,45002.79057
48,27,0,Puget Sound Steelhead,25904.97074,Pacific Coast Chum Salmon,45002.79057
48,27,0,Puget Sound Steelhead,25904.97074,Pacific Coast Chum Salmon,45002.79057
48,27,0,Puget Sound Steelhead,25904.97074,Pacific Coast Chum Salmon,45002.79057
48,27,0,Puget Sound Steelhead,25904.97074,Pacific Coast Chum Salmon,45002.79057
48,29,1857,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
48,29,1245,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
48,29,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
48,29,19717,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
48,29,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
48,29,771,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
48,29,2309,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
48,29,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
48,29,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
48,29,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
48,29,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
48,29,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
48,29,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
48,29,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
48,29,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
48,29,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
48,29,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
48,30,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
48,30,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
48,30,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
48,30,0,Puget Sound Steelhead,25904.97074,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
48,42,0,Puget Sound Steelhead,25904.97074,Middle Columbia River Steelhead,2213.29103
48,45,0,Puget Sound Steelhead,25904.97074,Olympic Peninsula Steelhead,7104.672808
48,45,0,Puget Sound Steelhead,25904.97074,Olympic Peninsula Steelhead,7104.672808
48,45,0,Puget Sound Steelhead,25904.97074,Olympic Peninsula Steelhead,7104.672808
48,45,0,Puget Sound Steelhead,25904.97074,Olympic Peninsula Steelhead,7104.672808
48,47,0,Puget Sound Steelhead,25904.97074,Puget Sound Steelhead,5196.516463
48,47,0,Puget Sound Steelhead,25904.97074,Puget Sound Steelhead,5196.516463
48,55,0,Puget Sound Steelhead,25904.97074,Southwest Washington Steelhead,13241.26124
48,55,0,Puget Sound Steelhead,25904.97074,Southwest Washington Steelhead,13241.26124
48,56,0,Puget Sound Steelhead,25904.97074,Upper Columbia River Steelhead,17464.74278
48,56,0,Puget Sound Steelhead,25904.97074,Upper Columbia River Steelhead,17464.74278
48,75,0,Puget Sound Steelhead,25904.97074,Mid-Columbia River Spring-run Chinook Salmon,14587.11092
48,77,0,Puget Sound Steelhead,25904.97074,Puget Sound Chinook Salmon,24956.66514
48,77,0,Puget Sound Steelhead,25904.97074,Puget Sound Chinook Salmon,24956.66514
48,77,0,Puget Sound Steelhead,25904.97074,Puget Sound Chinook Salmon,24956.66514
48,77,0,Puget Sound Steelhead,25904.97074,Puget Sound Chinook Salmon,24956.66514
48,77,19717,Puget Sound Steelhead,25904.97074,Puget Sound Chinook Salmon,24956.66514
48,77,0,Puget Sound Steelhead,25904.97074,Puget Sound Chinook Salmon,24956.66514
48,77,771,Puget Sound Steelhead,25904.97074,Puget Sound Chinook Salmon,24956.66514
48,77,2309,Puget Sound Steelhead,25904.97074,Puget Sound Chinook Salmon,24956.66514
48,77,0,Puget Sound Steelhead,25904.97074,Puget Sound Chinook Salmon,24956.66514
48,77,0,Puget Sound Steelhead,25904.97074,Puget Sound Chinook Salmon,24956.66514
48,77,0,Puget Sound Steelhead,25904.97074,Puget Sound Chinook Salmon,24956.66514
48,77,0,Puget Sound Steelhead,25904.97074,Puget Sound Chinook Salmon,24956.66514
48,77,0,Puget Sound Steelhead,25904.97074,Puget Sound Chinook Salmon,24956.66514
48,78,0,Puget Sound Steelhead,25904.97074,Puget Sound Chinook Salmon,1223.972901
48,88,0,Puget Sound Steelhead,25904.97074,Upper Columbia River Summer\Fall-run Chinook Salmon,30903.15242
48,88,0,Puget Sound Steelhead,25904.97074,Upper Columbia River Summer\Fall-run Chinook Salmon,30903.15242
48,90,0,Puget Sound Steelhead,25904.97074,Upper Columbia River Summer\Fall-run Chinook Salmon,18462.10837
48,92,0,Puget Sound Steelhead,25904.97074,Upper Columbia River Spring-run Chinook Salmon,11680.13637
48,92,0,Puget Sound Steelhead,25904.97074,Upper Columbia River Spring-run Chinook Salmon,11680.13637
48,100,0,Puget Sound Steelhead,25904.97074,Washington Coast Chinook Salmon,16928.74201
48,100,0,Puget Sound Steelhead,25904.97074,Washington Coast Chinook Salmon,16928.74201
48,100,0,Puget Sound Steelhead,25904.97074,Washington Coast Chinook Salmon,16928.74201
48,100,0,Puget Sound Steelhead,25904.97074,Washington Coast Chinook Salmon,16928.74201
48,100,0,Puget Sound Steelhead,25904.97074,Washington Coast Chinook Salmon,16928.74201
48,100,0,Puget Sound Steelhead,25904.97074,Washington Coast Chinook Salmon,16928.74201
53,0,699,Snake River Basin Steelhead,74662.53354,Snake River Sockeye Salmon,699.24273
53,1,129,Snake River Basin Steelhead,74662.53354,Snake River Sockeye Salmon,654.895291
53,83,8999,Snake River Basin Steelhead,74662.53354,Snake River Fall-run Chinook Salmon,11431.40481
53,83,2164,Snake River Basin Steelhead,74662.53354,Snake River Fall-run Chinook Salmon,11431.40481
53,85,46939,Snake River Basin Steelhead,74662.53354,Snake River Spring/Summer-run Chinook Salmon,56765.43158
53,85,699,Snake River Basin Steelhead,74662.53354,Snake River Spring/Summer-run Chinook Salmon,56765.43158
53,85,129,Snake River Basin Steelhead,74662.53354,Snake River Spring/Summer-run Chinook Salmon,56765.43158
53,85,8999,Snake River Basin Steelhead,74662.53354,Snake River Spring/Summer-run Chinook Salmon,56765.43158
53,87,15733,Snake River Basin Steelhead,74662.53354,Snake River Spring/Summer-run Chinook Salmon,17897.10195
53,87,2164,Snake River Basin Steelhead,74662.53354,Snake River Spring/Summer-run Chinook Salmon,17897.10195
54,1,526,Snake River Basin Steelhead,108267.0792,Snake River Sockeye Salmon,654.895291
54,84,263,Snake River Basin Steelhead,108267.0792,Snake River Fall-run Chinook Salmon,10687.35657
54,84,10149,Snake River Basin Steelhead,108267.0792,Snake River Fall-run Chinook Salmon,10687.35657
54,86,97329,Snake River Basin Steelhead,108267.0792,Snake River Spring/Summer-run Chinook Salmon,108003.951
54,86,526,Snake River Basin Steelhead,108267.0792,Snake River Spring/Summer-run Chinook Salmon,108003.951
54,86,10149,Snake River Basin Steelhead,108267.0792,Snake River Spring/Summer-run Chinook Salmon,108003.951
55,12,0,Southwest Washington Steelhead,13241.26124,Lower Columbia River Coho Salmon,19318.85888
55,12,168,Southwest Washington Steelhead,13241.26124,Lower Columbia River Coho Salmon,19318.85888
55,12,3249,Southwest Washington Steelhead,13241.26124,Lower Columbia River Coho Salmon,19318.85888
55,19,0,Southwest Washington Steelhead,13241.26124,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
55,19,0,Southwest Washington Steelhead,13241.26124,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
55,22,9822,Southwest Washington Steelhead,13241.26124,Southwest Washington Coho Salmon,10191.6548
55,22,0,Southwest Washington Steelhead,13241.26124,Southwest Washington Coho Salmon,10191.6548
55,22,0,Southwest Washington Steelhead,13241.26124,Southwest Washington Coho Salmon,10191.6548
55,22,3,Southwest Washington Steelhead,13241.26124,Southwest Washington Coho Salmon,10191.6548
55,22,0,Southwest Washington Steelhead,13241.26124,Southwest Washington Coho Salmon,10191.6548
55,22,0,Southwest Washington Steelhead,13241.26124,Southwest Washington Coho Salmon,10191.6548
55,22,0,Southwest Washington Steelhead,13241.26124,Southwest Washington Coho Salmon,10191.6548
55,23,3249,Southwest Washington Steelhead,13241.26124,Columbia River Chum Salmon,12288.06098
55,23,0,Southwest Washington Steelhead,13241.26124,Columbia River Chum Salmon,12288.06098
55,27,9822,Southwest Washington Steelhead,13241.26124,Pacific Coast Chum Salmon,45002.79057
55,27,0,Southwest Washington Steelhead,13241.26124,Pacific Coast Chum Salmon,45002.79057
55,27,0,Southwest Washington Steelhead,13241.26124,Pacific Coast Chum Salmon,45002.79057
55,27,3,Southwest Washington Steelhead,13241.26124,Pacific Coast Chum Salmon,45002.79057
55,27,0,Southwest Washington Steelhead,13241.26124,Pacific Coast Chum Salmon,45002.79057
55,27,0,Southwest Washington Steelhead,13241.26124,Pacific Coast Chum Salmon,45002.79057
55,27,0,Southwest Washington Steelhead,13241.26124,Pacific Coast Chum Salmon,45002.79057
55,29,0,Southwest Washington Steelhead,13241.26124,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
55,29,0,Southwest Washington Steelhead,13241.26124,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
55,29,0,Southwest Washington Steelhead,13241.26124,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
55,48,0,Southwest Washington Steelhead,13241.26124,Puget Sound Steelhead,25904.97074
55,48,0,Southwest Washington Steelhead,13241.26124,Puget Sound Steelhead,25904.97074
